,Date and time,Temperature,Description
654,2017-11-28 06:00:00,284.960,sky is clear
655,2017-11-28 07:00:00,285.060,sky is clear
656,2017-11-28 08:00:00,284.420,sky is clear
657,2017-11-28 09:00:00,284.250,sky is clear
658,2017-11-28 10:00:00,283.980,sky is clear
659,2017-11-28 11:00:00,284.150,sky is clear
660,2017-11-28 12:00:00,283.790,sky is clear
661,2017-11-28 13:00:00,283.960,sky is clear
662,2017-11-28 14:00:00,284.050,few clouds
663,2017-11-28 15:00:00,284.650,broken clouds
664,2017-11-28 16:00:00,285.650,broken clouds
665,2017-11-28 17:00:00,286.250,overcast clouds
666,2017-11-28 18:00:00,287.500,broken clouds
667,2017-11-28 19:00:00,289.050,overcast clouds
668,2017-11-28 20:00:00,289.320,overcast clouds
669,2017-11-28 21:00:00,289.540,broken clouds
670,2017-11-28 22:00:00,288.950,overcast clouds
671,2017-11-28 23:00:00,289.390,overcast clouds
672,2017-11-29 00:00:00,287.040,overcast clouds
673,2017-11-29 01:00:00,285.950,light rain
674,2017-11-29 02:00:00,284.510,broken clouds
675,2017-11-29 03:00:00,282.960,sky is clear
676,2017-11-29 04:00:00,282.040,scattered clouds
677,2017-11-29 05:00:00,281.260,sky is clear
678,2017-11-29 06:00:00,280.060,sky is clear
679,2017-11-29 07:00:00,279.440,sky is clear
680,2017-11-29 08:00:00,277.690,sky is clear
681,2017-11-29 09:00:00,277.160,sky is clear
682,2017-11-29 10:00:00,275.970,sky is clear
683,2017-11-29 11:00:00,273.970,sky is clear
684,2017-11-29 12:00:00,274.080,sky is clear
685,2017-11-29 13:00:00,273.780,sky is clear
686,2017-11-29 14:00:00,273.260,sky is clear
687,2017-11-29 15:00:00,275.210,sky is clear
688,2017-11-29 16:00:00,278.030,sky is clear
689,2017-11-29 17:00:00,279.580,sky is clear
690,2017-11-29 18:00:00,280.310,few clouds
691,2017-11-29 19:00:00,281.050,few clouds
692,2017-11-29 20:00:00,281.340,few clouds
693,2017-11-29 21:00:00,281.690,sky is clear
694,2017-11-29 22:00:00,281.070,few clouds
695,2017-11-29 23:00:00,280.060,sky is clear
696,2017-11-30 00:00:00,278.460,sky is clear
